review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Pleasant stay,Charmant studio entre l'atomium et le centre ville,8.7,Poland,9.0,"Very nice host, apartment looks better than on pictures. Hosts provided all the necessary basic kitchen and bathroom stuff.",['Business trip~Solo traveller~Studio Apartment~Stayed 5 nights~Submitted via mobile']
An excellent option!,Novotel Brussels City Centre,8.5,Greece,10.0,"Everything was perfect.,

Very nice central location, near metro station and all points of interest. Room was spacious, very clean, comfortable bed and generously equiped. Staff was very helpful and friendly. We would highly recommend this hotel to anyone going in Brussels.",['Leisure trip~Couple~Superior Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,B&B De Vossenbarm,9.7,Russia,10.0,There are no comments available for this review,['Leisure trip~Couple~Double Room with Garden View~Stayed 3 nights']
Fabulous,Csar Private Guesthouse,8.7,United Kingdom,8.8,There are no comments available for this review,['Leisure trip~Family with young children~Guesthouse~Stayed 1 night~Submitted via mobile']
Perfect weekend getaway,B&B La Gotale,9.5,Belgium,9.0,"Beautiful accommodation with very comfortable beds and excellent breakfast. Possibility to check-out at noon, just perfect!",['Leisure trip~Couple~Double Room with Private Bathroom~Stayed 1 night']
I recommend this hotel for staying in Brussels for couples or alone stay.,Novotel Brussels City Centre,8.5,Ukraine,9.0,Good location near city center. and close to railway station. Nice breakfast with big assortment and fresh fruits and juice. Clean room with good sound isolation.,['Leisure trip~Couple~Superior Double Room~Stayed 2 nights']
Beautiful spot!,Hotel Made In Louise,9.2,South Africa,8.3,"There was no aircon. Europe was hit by a heatwave, but still the rooms on the upper floor is in desperate need for an aircon. The staff did try putting in extra fans, but the rooms were still extremely hot.,

This is a beautiful hotel and we loved the stay.",['Leisure trip~Group~Standard Double Room~Stayed 2 nights']
Superb,Maison MIELOU,9.0,Sweden,9.2,There are no comments available for this review,['Leisure trip~Couple~Studio~Stayed 1 night~Submitted via mobile']
Good,Hotel Les Nuits,8.4,United Kingdom,7.1,"Property a bit worn,

Lovely staff",['Business trip~Group~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,PREMIER SUITES PLUS Antwerp,8.4,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Executive Studio with Kitchen~Stayed 1 night~Submitted via mobile']
Superb,Appartement Les Bleuets,9.4,Netherlands,9.0,The place,['Business trip~Solo traveller~Two-Bedroom Apartment~Stayed 3 nights~Submitted via mobile']
Excellent option for Charleroi airport,Novotel Charleroi Centre,8.4,Spain,9.0,"Great location - very close to station, shoppping centre right next door, cinema with films in original version and a variety of bars and restaurants. Friendly staff and great facilities. Very comfortable stay - excellent option if flying to or from Charleroi as a frequent shuttle bus connects station and airport.",['Solo traveller~Superior Twin Room~Stayed 2 nights~Submitted via mobile']
100% recommended!,Le Pré-Chet,9.7,Italy,10.0,"The studio has everything you need and it is well located in a charming and tiny village by the Meuse river. The view from the appartement is absolutely lovely! 
From the studio you can easily bike or walk around without taking the car. The host is very kind and always available if you have questions. We will go back for sure :)",['Leisure trip~Couple~Studio Apartment~Stayed 2 nights~Submitted via mobile']
"Somewhat pricey, but location and quality make up for that: I would very cheerfully go there again.",Warwick Brussels - Grand Place,8.2,United Kingdom,8.8,"I wasn't there for long enough to give a fair criticism - positive points are usually much easier to identify quickly, unless something is appreciably wrong.  What I can say, is that in my short stay I found nothing which struck me as inappropriate or needing correction.,

Breakfast not taken (no time, but in any case the price was somewhat disconcerting).  Location was excellent, and the layout, the arrangement of the hotel was apt for the location.  Also, on every contact the staff were without exception friendly, courteous and helpful.",['Leisure trip~Solo traveller~Classic Queen Room~Stayed 1 night']
It's a comfortable hotel at a great location!,Hotel Mirabeau,7.0,India,8.3,"The radiator took quite a while to start warming up the room and since the temperature was very low, we were cold for a while; that could have been remedied.,

The location is perfect, it is very much in the city centre. So it's great to access all the sights around there. It's a cozy place and is value for money",['Leisure trip~Solo traveller~Triple Room~Stayed 1 night']
Exceptional,NH Brussels EU Berlaymont,8.5,Israel,9.6,"Very strict on check out time,

Location",['Business trip~Solo traveller~Standard Double or Twin Room New Style~Stayed 1 night~Submitted via mobile']
Good,TripInn Eden Antwerp,7.5,Poland,7.1,"The room was so tiny but I know it so I can complain. ,

The staff was so nice and friendly. The room was cleaned everyday. The towels were changed too. WiFi work good.",['Business trip~Solo traveller~Comfort Double Room~Stayed 5 nights~Submitted via mobile']
Perfect for our needs.,Novotel Brussels City Centre,8.5,United Kingdom,10.0,Great location. Friendly helpful staff. Good choice for breakfast. Good bar. Comfortable room.,['Leisure trip~Couple~Superior Double Room~Stayed 2 nights~Submitted via mobile']
Exceptional,pentahotel Leuven,8.4,Austria,10.0,"The TV was reacting very slow on the remote control and I gave up searching for something I wanna was watch, no food in the bar after 10 pm,

Stylish room, space for clothes, feee mineral water, good location, quiet room, nice bathroom",['Business trip~Solo traveller~penta Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
"Good value, bathrooms need to be cleaned more often",Snuffel Hostel,8.8,Turkey,7.5,"Bathrooms were so dirty,

Beds are comfy. Large lockers can store all your stuff. Staff was very kind and helpful. We came across to jazz concert on tuesday in the bar area and it was super fun. Breakfast was ok. Good value for the price.",['Leisure trip~Couple~Bed in 6 bed mix dorm~Stayed 2 nights~Submitted via mobile']
Superb,Hotel Augustyn Brugge,8.6,Netherlands,9.0,There are no comments available for this review,['Leisure trip~People with friends~Standard Double Room~Stayed 1 night~Submitted via mobile']
Pleasant,Hygge Hotel,8.6,Hungary,6.3,"It’s probably way too minimalist, there was not even a glass in the bathroom to have some water. ,

Great breakfast, beautiful bathroom, minimalist design.",['Business trip~Solo traveller~Cozy Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Victoria & SPA Minsk,8.6,Canada,10.0,Good location and amenities at the hotel,['Leisure trip~Couple~Standard Twin Room with Aquazone Access~Stayed 1 night~Submitted via mobile']
Exceptional,PREMIER SUITES PLUS Antwerp,8.4,Japan,9.6,"Kitchen facility was kind of broken. No towel on Day 1,

Very convincing, close to both of centre and station. Very kind stuff",['Business trip~Solo traveller~Executive Studio with Kitchen~Stayed 6 nights~Submitted via mobile']
"Lovely house, kind host","1,2,trois...Le Roi",9.6,Netherlands,8.8,There are no comments available for this review,['Business trip~Family with young children~Three-Bedroom Townhouse~Stayed 4 nights~Submitted via mobile']
Excellent under all headings,Novotel Brussels City Centre,8.5,Ireland,10.0,"Nothing,

Excellent location Did not take breakfast. Had an excellent evening meal and drinks.Staff excellent,particulary at reception.Helped with taxi and boarding pass printing etc.",['Leisure trip~Group~Superior Double Room~Stayed 3 nights']
Exceptional,Hotel De Castillion - Small elegant family hotel,9.5,United States,10.0,We loved that it was family owned and operated.  So lovely.  Exceptional attention to detail.,['Leisure trip~Family with young children~Duplex Quadruple Family Room~Stayed 1 night~Submitted via mobile']
Superb,B&B Supérieur Villa vanille,8.8,Italy,9.2,"Leila, is a good host, she will go out of her way to make you feel welcome. The rooms are very clean and stylish, the location is very quiet an not to far from the town center, highly recommended.",['Leisure trip~Solo traveller~Double Room with Private External Bathroom~Stayed 1 night~Submitted via mobile']
A wondeful stay!,Les Tanneurs,8.3,Italy,10.0,All at the top!,['Business trip~Solo traveller~Double Room with Sauna~Stayed 1 night']
Good,Thon Hotel Brussels Airport,7.7,Denmark,7.5,Convenient shuttle to airport.,['Business trip~Solo traveller~Superior Double Room~Stayed 1 night~Submitted via mobile']
"Excellent location, clean and comfortable.",Dansaert Hotel,8.0,Australia,7.0,"The noise from the street was quite loud in our room. Have stayed in many hotels before and found this unusually loud. In saying that, if you don’t mind hearing the traffic, the room itself was gorgeous and location a massive plus!,

Clean, comfortable, great location!",['Leisure trip~Couple~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
All I expected very good,ibis budget Antwerpen Port,7.3,United Kingdom,9.2,"Expensive for taxi to city center,

Location and  quiet",['Business trip~Solo traveller~Classic Double Room~Stayed 4 nights~Submitted via mobile']
Exceptional,Hotel Satellite,8.7,Germany,9.6,"Very nice, tidy room with terrace, bus station to Gare Centrale near the hotel, free parking nearby.",['Leisure trip~Couple~Superior Double Room with Terrace~Stayed 2 nights~Submitted via mobile']
Good,Hotel Koffieboontje,7.5,Netherlands,7.1,There are no comments available for this review,['Leisure trip~Family with young children~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
Extremely polite and welcoming staff. In the heart of the old city for an unbelievable price,Hotel Koffieboontje,7.5,United States,10.0,There are no comments available for this review,['Leisure trip~Couple~Standard Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Passable,Hotel La Potinière,3.8,Romania,5.0,"Payed twice for the booking.
Barely could understand each other.",['Solo traveller~Single Room~Stayed 1 night~Submitted via mobile']
"Nice hotel, good staff but very dirty toilets",Novotel Brussels City Centre,8.5,Germany,7.0,"The Toilet is very disgusting. It smelt too much urine as if it is a public toilet. Very dirty. Since i was travelling with a small Kid. Very bad.,

The working Staff is very friendly. The rooms were very clean. Breakfast was packend. But it was more than enough.",['Leisure trip~Family with young children~Superior Double Room with Sofa Beds~Stayed 1 night~Submitted via mobile']
Great,B&B Anna's,9.4,United States,9.6,"Very steep spiral staircase to floors 1 and 2.  Mitigated by Anna herself hauling our baggage up and down.  Paid street parking near the facility is a bit difficult to find.,

Great breakfast with freshly squeezed orange juice by non other than Anna herself!  Anna is very friendly and offered to buy  for us flowers that we wanted for our family friends in town.  Lots of chocolate goodies in bowls to pick from.  Location is great very close to city center and right next to a great historic church.",['Leisure trip~Group~Double Room with View~Stayed 2 nights']
Fabulous,Warwick Brussels - Grand Place,8.2,United Kingdom,8.8,"No free bottled water. Show was a bit leaky and not too modern. Plug sockets where also not flush to the wall, didn’t appear 5 star,

Great location",['Leisure trip~Solo traveller~Classic Queen Room~Stayed 1 night~Submitted via mobile']
Ideal for Sportpaleis event/show,D.Cristina Guest House,8.2,United Kingdom,9.6,"The tourist attractions aren't really within walking distance of the property.  There is a shared bathroom but there is one on each floor.,

The property is a large, clean modern townhouse with good amenities and within walking distance of the train station and the zoo.  After my first night (of the 2) I was moved to a lighter upstairs room with a window.  Great value for money with free coffee and wi-fi.On an additional note the owner's are absolutely amazing, a friend sent me mail which arrived after I had checked out of D.Cristina.  The owner's very kindly took the mail to the post office and arranged for it to be sent onto me in England (lifesavers).  A1.",['Leisure trip~Solo traveller~Deluxe Single Room~Stayed 2 nights']
Exceptional,Hygge Hotel,8.6,New Zealand,10.0,The hotel is stylish and comfortable and it was easy to walk to the sights,['Leisure trip~Couple~Cozy Double Room~Stayed 1 night~Submitted via mobile']
Good,Hostel Bruegel,8.4,Philippines,7.9,"The bathrooms don’t have hooks or tables/stands to put clothes and toiletries on. The tissue machine in the bathroom was difficult sometimes. I didn’t mind the timer in the shower, but the water pressure is really low. Room was a little small, and there wasn’t any hand soap in the room (but there was a sink!) ,

Location is central, near Grand Place and Brussels Central station. Breakfast was really good, no deli meats but there were about three kinds of bread, some jams and sweet spreads, juices and hot beverages. In room lockers were really convenient and spacious. The lockers used the kind of locks they use in museums (one where you put a 1€ coin in to lock). Staff was friendly and helpful!",['Leisure trip~Solo traveller~Bunk Bed in Female Dormitory Room~Stayed 4 nights~Submitted via mobile']
"Simple room, quiet, practical next to the station",Century Hotel Antwerpen Centrum,6.9,Switzerland,9.2,"Cleaning staff was a bit rough in attitude. I have requested one additional towel (as there was no shower mat). She refused to give it to me with hard attitude. It was only after I told her that I don't need my room to be cleaned for the next 2 days., she decided to give me the 2nd day equivalent of additional towel. It wasn't upsetting, but, I was rather surprised of such attitude, which I am not so used to. Some reception staff were nice, but some weren't so dedicated, and gave me wrong info abt which bus/tram/metro to take where etc. They weren't there just as a security guard, so, I expect them to be more helpful and knowlegeable abt their own city!  Some guests on the same floor were very noisy and drunk from room partying. But, it wasn't as bad as hotels in Amsterdam!!!,

Excellent location, just right next to the main train station within the diamond district, and a few steps from the main avenue with shops and restaurants. The room I stayed wasn't huge, but, cozy, warm, bright enough, and I particularly appreciated the big sink area, with big mirror, where it was possible to spread out make ups and creams and hair arrangement items (good for girls!) One evening staff at the reception was very kind when I was facing some personal problems not related to the hotel.",['Leisure trip~Solo traveller~Comfort Single Room~Stayed 2 nights']
Exceptional,Vayamundo Oostende,8.1,Belgium,10.0,There are no comments available for this review,['Leisure trip~Couple~Twin Room~Stayed 2 nights~Submitted via mobile']
Exceptional,Sputnik Hotel,8.3,Belarus,10.0,There are no comments available for this review,['Leisure trip~Group~Twin Room~Stayed 2 nights']
Disappointing.,""" Chimay B & B """,8.8,United Kingdom,6.3,"Property itself was not upto the standard we had come to expect on the the Continent considering the cost for a night is €125, we had stayed at far superior establishments for less money. However the proprietor was  very pleasant; the breakfast could have been more substantial.,

Central location.",['Leisure trip~Couple~Superior Double Room~Stayed 1 night~Submitted via mobile']
Lovely Hotel,Hotel L'Esprit Sain,8.0,Finland,9.0,"Excellent breakfast. Hotel is inside of town, easy to walk. Parking next block and free. Motor track is 10 min drive.",['Leisure trip~Couple~Twin Room~Stayed 3 nights']
Lovely apartment and great location.,Place 2 stay,8.9,United Kingdom,10.0,"Nothing it was perfect for us.,

The apartment was clean, tidy and very spacious. It was hassle free and we could easily contact the housekeeper. It was light,airy and the heating was great. We could even watch English TV.",['Leisure trip~Couple~Two-Bedroom Apartment~Stayed 3 nights~Submitted via mobile']
Exceptional,Designflats Gent,9.8,Ukraine,10.0,"Nothing.,

Everything was amazing. The apartment is fully equipped and comfortable. The host is awesome and very kind. Location is good: it's easy to explore the city by foot. The house has an elevator, so makes it easy to reach the top floor even with a suitcase.",['Leisure trip~Couple~One-Bedroom Penthouse~Stayed 2 nights']
directly in between central and nord train stations,Marivaux Hotel,8.5,Hong Kong,8.3,"nothing specific,

i like how the hotel is located in between central and nord station, so that it's like 10 min walking distance from either the station. The room feels spacious too. overall not too bad.. i would recommend this to my friends",['Leisure trip~Solo traveller~Standard Double or Twin Room~Stayed 1 night']
Elegant and medieval flavoured hotel with nice garden,Hotel Jan Brito - Small Elegant Hotels,8.5,Italy,10.0,"The bathroom on the top floor does not have a door. Still you have privacy as there the living area is on ground and upstair it is a full bathroom,

We had an elegant room with direct access to the beautiful garden. The staff was extremely kind and professional. In addition, I feel the COVID measures were taken extremely serious. There were other guests in the premise however I feel very safe and distance was always maintained. In addition, we used the bar of the hotel to meet a couple of friends who came visiting us and I was very happy I could have them with us in such a cozy and reserved atmosphere instead of having to search for a crowded bar around in Bruges.",['Leisure trip~Couple~Deluxe Double or Twin Room~Stayed 1 night']
Exceptional,Hoeve De Zuidhoek,9.3,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Holiday Home~Stayed 2 nights~Submitted via mobile']
Very good,Aris Grand Place Hotel,8.3,United Kingdom,8.0,There are no comments available for this review,['Leisure trip~Solo traveller~Classic Single Room~Stayed 1 night~Submitted via mobile']
Good,Jam Hotel,8.0,Ireland,7.5,There are no comments available for this review,['Leisure trip~Group~Standard Double Room~Stayed 1 night']
Exceptional,Au Chat'rme des Blanches Pierres,9.4,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Solo traveller~Standard Single Room with Shower~Stayed 4 nights~Submitted via mobile']
Excellent,Hotel Saint Daniel,9.1,Australia,10.0,Fabulous staff who really looked after us well. Very modern hotel with great facilities in a quiet location but within an easy walk to the centre.,['Leisure trip~Couple~Superior Double Room~Stayed 1 night']
Very good,Hotel Astoria Gent,8.5,Romania,8.3,There are no comments available for this review,['Business trip~Solo traveller~Basic Room~Stayed 3 nights']
Superb,Art de Sejour - B&B,9.8,Australia,9.0,The room was spacious & well appointed. The host Mario was wonderful & cooked a perfect breakfast.,['Leisure trip~Solo traveller~Superior Room~Stayed 5 nights~Submitted via mobile']
Good,The Helmet Hotel,5.9,Canada,7.0,"No hot water the first night and part of the next day; wi-fi wasn't very good in my room,

Friendly, helpful staff; close to lots of shops, restaurants, and a laundromat; easy walk to Brussels Noord station or a tram ride to Brussels Centraal; clean, well maintained room; large shower stall",['Leisure trip~Solo traveller~Double Room~Stayed 2 nights']
Exceptional,Van der Valk Hotel Brussels Airport,8.1,Mauritius,10.0,There are no comments available for this review,['Business trip~Solo traveller~Executive Double Room~Stayed 2 nights~Submitted via mobile']
Superb,Thon Hotel Brussels City Centre,8.3,United Kingdom,9.0,There are no comments available for this review,['Leisure trip~Group~Standard Twin Room~Stayed 4 nights']
Disappointing,Studio Rempart,8.7,Hong Kong,4.6,"The bathroom door is not fixed and a bit dangerous as it may fall down easily.  ,

The kitchen is quite big.",['Leisure trip~Family with young children~Two-Bedroom Apartment with Terrace~Stayed 5 nights~Submitted via mobile']
"Lovely hotel, stayed there before, just hope that read this review, and get things right next time I",Hotel Van Eyck,8.7,Belgium,6.7,"I booked a double bed, not two single beds together, all night I was falling in between the two beds, didnt get a good sleep, also booked a bath and shower, only got a shower, but staff were friendly, I would come back to this hotel again, no problen, also i ordered Coffee for one, I could not say if it was coffee or tea that I got, it was ???,

I booked a double bed, not two single beds together, all night I was falling inbetween the two beds, didnt get a good sleep, also booked a bath and shower, only got a shower, but staff were friendly, I would come back to this hotel again, no problen",['Business trip~Couple~Deluxe Double Room~Stayed 1 night']
Value for money.,East Time Hotel,8.5,Ireland,7.9,"There was a hole in bed clothes there were worn.. Kettle in room would be nice to be able to make tea coffee... Maybe remove  dressing table as one in two rooms deff fit extra single bed in..,

Value for money. Decent size room.. . Could easy fit extra bed in room for family.. Good location easy access to transport..",['Leisure trip~Family with young children~Family Room~Stayed 2 nights~Submitted via mobile']
Good,Hotel Malon,7.6,Belgium,7.1,There are no comments available for this review,['Leisure trip~Group~Twin Room~Stayed 1 night~Submitted via mobile']
Great place to rest in Ghent,B&B Martijn Dewulf Ghent,9.0,United Kingdom,9.0,"Nothing,

Great helpful friendly host. Comfortable apartment. Quiet surrounding.",['Leisure trip~People with friends~Studio with Balcony~Stayed 1 night~Submitted via mobile']
Good,Guest house Heysel Laeken Atomium,7.7,Chile,7.5,"The WiFi is very bad :(,

It was very clean",['Leisure trip~Solo traveller~Standard Double Room with Shared Bathroom~Stayed 2 nights~Submitted via mobile']
Superb,Hotel Satellite,8.7,Greece,9.2,There are no comments available for this review,['Solo traveller~Standard  Double Room~Stayed 2 nights~Submitted via mobile']
Excellent Long-term Accomodation in Antwerp,PREMIER SUITES PLUS Antwerp,8.4,China,10.0,"I thought everything was great; perfect for my needs.,

Light, airy room (penthouse studio); very comfortable bed; kitchenette well stocked so I could cook for myself; extremely clean; friendly, helpful staff; excellent location within walking distance of train, bus stations",['Leisure trip~Solo traveller~Penthouse Studio with Kitchen~Stayed 12 nights~Submitted via mobile']
We will come again,Motel One Brussels,8.9,Germany,8.0,"-,

Super friendly staff. Quiet rooms and perfect location to walk to everything you want to visit. Covid measures in place. We felt save and had a wonderful stay.",['Leisure trip~Couple~Queen Room~Stayed 1 night~Submitted via mobile']
Fabulous,Aris Grand Place Hotel,8.3,Ireland,8.8,"Amazing location, right in the centre! Easy walk to everything",['Leisure trip~People with friends~Superior Queen Room~Stayed 2 nights~Submitted via mobile']
Recommended:-),Hotel Esperance,8.1,Germany,9.2,"Very nice Staffel, perfect location!",['Leisure trip~Couple~Double Room~Stayed 2 nights~Submitted via mobile']
Wasn’t good at all,Les Tanneurs,8.3,Belgium,6.7,"We asked to film in our room and it was not allowed till to ask the manager,and the manager wasn’t around,so we didn’t do what brought us to that city,we regret,

Was soo clean",['Leisure trip~Solo traveller~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
Great hotel located in a great town.,Hotel L'Esprit Sain,8.0,United States,9.0,"Parking was a bit tough.,

Great food, private accommodation, nice staff. Perfect location.",['Leisure trip~Solo traveller~Junior Suite with Terrace~Stayed 3 nights~Submitted via mobile']
Very good,nhow Brussels Bloom,8.3,Luxembourg,8.3,There are no comments available for this review,['Business trip~Solo traveller~Standard Double or Twin Room~Stayed 3 nights~Submitted via mobile']
"Terrible disappointment, not like the pictures",Hoeve De Zuidhoek,9.3,United Kingdom,5.0,"The living room and kitchen were not as they were shown in the pictures. There were dark wooden shutters/doors closed over the big windows on the left of living area and the narrow kitchen window. 
We booked the property because of the light - the images show light coming into those windows. But the owners REFUSED to open the shutters! 
This property is built to the side of the owners' house. They refused to open the shutters for 'privacy'. Don't rent out a house in your garden if you want privacy! (We live in a city and don't care about privacy; we wanted light.)
Also terrible were the kitchen, which had lots of cutlery and crockery but lacked basic cooking utensils or space to put away food, and the downstairs toilet and/or bar drains, which stank.,

At face value, it's a beautiful property. The decoration is stunning. The location is great for driving into Bruges while staying in the countryside.",['Leisure trip~Family with young children~Holiday Home~Stayed 3 nights~Submitted via mobile']
Very good,Vitebsk Hotel,8.1,United States,8.0,There are no comments available for this review,['Leisure trip~Couple~Double Room~Stayed 3 nights~Submitted via mobile']
Simply a fantastic experience,Hotel Ambrosia,9.1,New Zealand,10.0,"Nothing,

Fantastic family run facility with Vincent and Iwona being great to deal with. Thanks again to Vincent for taking me to pick up the rental car when the car company advised they could not deliver as promised. Need to also mention Pebbles who was always bright and bubbly and very helpful as well. Would have no hesitation in recommending this Hotel to anyone intending to visit Ieper.",['Leisure trip~Couple~Triple Room~Stayed 9 nights']
Exceptional,Hotel New Regina,8.9,Canada,10.0,"Wonderful location, perfect stay, highly recommend this jewel in beautiful Ypres.",['Leisure trip~Family with young children~Triple Room~Stayed 3 nights~Submitted via mobile']
More than 3 stars hotel,Novotel Gent Centrum,8.4,Italy,8.0,"I think the price was too high for a 3 stars hotel, even though the hotel provides more than a 3 stars service. My room faced the construction sites of the Town Hall, resulting in scarce natural light from the window and some noise from workers starting at 7am. The staff at the reception didn't inform me at all about the spa and the gym which are shown in the pictures and of which I was not aware. I would have liked to know that.,

I spent 3 nights at Novotel during a business trip in Ghent. The hotel was chosen because recommended by my local partner and because of its convenient location in the city centre and close to the university and all amenities, including public transportation from/to the train station. The room was enourmous, clean and confortable. High quality sleep. Nice hotel staff.",['Business trip~Solo traveller~Superior Double Room~Stayed 3 nights']
Basic but good service.,Hotel Gasthof 't Zweerd,7.7,United Kingdom,7.1,"Breakfast basic and hot food selection poor. Hotel needs better front signage.,

Room was basic but clean.",['Leisure trip~Couple~Standard Twin Room~Stayed 2 nights~Submitted via mobile']
Passable,Gite Au Cortil,9.1,Netherlands,5.0,"- No shower
- Not suitable for elderly or disabled people
- Not suitable for small children
- Not suitable for people with astma or other longdiseases
- Really small garden which is more smaller than you think because of the fact the owner uses the most part of the garden for own use. Further the garden is full of rocks and therefore not suitable for children. No children playingparts or BBQ in the garden
-Kitchen sink and cookingpart not clean
- Garden roof is full of birdpoop
- No heater only charcoal of which there is no drain! The owner has made a simple drain to the bedrooms upstairs instead a drain outside the home that the smell will go outside the home. So bad for your health! Home is not ventilated and therefore in the morning your mouth smells like tar
- No modern stuff like USB drive, XBox etc.
- No large mirror downstairs in the bathroom or outside the bathroom where the wasmachine is
- House really not regarding environment and health rules
- No nice view. In the garden you only see other houses and from the living room you see the street and other homes
- Area nothing to do, no shops, no baker, no supermarket etc.No bank, no ATM. If something happens there is nobody in the area you can go to/ can help you
- No trafficlights and bad roads so if you come in the dark to the home it is dangerous
- Animals allowed 
,

- The gentle manners of the owner. We had not sufficient cash for the deposit only 250 euro which he accepted and we got back when we checked out a day earlier.",['Leisure trip~Couple~Holiday Home~Stayed 3 nights~Submitted via mobile']
Everything it’s great. Staff is amazing !,B&B Den Engel,9.7,Slovenia,10.0,Everything it’s amazing. I’m in love!,['Business trip~Group~Deluxe Suite~Stayed 1 night~Submitted via mobile']
Decieved and disappointed,Thon Hotel Brussels City Centre,8.3,Germany,4.2,There was construction all around the hotel and booking.com did not mention that which I found very decieving. After I complained to booking.com I received a call from a very polite young man who said that they contacted the hotel and that the hotel will be in touch with me. Of course the hotel did not get in touch with me and the staff had no idea what I was talking about and couldnt care less. ,['']
Very good,Ambassador Hotel,8.9,Belgium,8.0,There are no comments available for this review,['Leisure trip~Solo traveller~Twin Room Back Side~Stayed 1 night']
Exceptional,Domaine de Ronchinne - Château et Ecuries,8.0,Belgium,9.6,There are no comments available for this review,['Leisure trip~Couple~Superior Double Room with View~Stayed 1 night']
Above and beyond,Novotel Brussels City Centre,8.5,Romania,9.2,Bed is amazing.breakfast is great-with fresh pineapple,['Business trip~Solo traveller~Superior Double Room~Stayed 2 nights~Submitted via mobile']
Very nice apartment,La mer et Bella,8.8,Poland,9.0,"Very nice apartment with a fun sea theme. Comfortable, super clean. We would stay again",['Leisure trip~Couple~Apartment~Stayed 1 night~Submitted via mobile']
Pleasant,Gîtes La vue sur Meuse,8.3,Australia,6.3,"Parking was not ""on site"" as advertised but there was adequate easy parking on other side of road.Bedding was only fair.Bathroom was small and cramped. Very little in way of toiletries.Noise insulation from (owners') apartment above was poor.,

Location was good. A pleasant 20 minute walk along the river to the town. Nice view over river.Room was clean and spacious.",['Leisure trip~Solo traveller~Apartment~Stayed 2 nights']
Good,Hostel Blauwput Leuven,8.1,Poland,7.5,"There is no kitchen or microwave you could use. Which is a bit shame for a hostel. And WiFi was only in common areas and not in the rooms,

Close to the train station, decent beds",['Solo traveller~Bed in Female Dormitory Room~Stayed 1 night~Submitted via mobile']
"Very nice stay, apartment was clean. Can be even better with a better weather :-)",Sea Side,8.4,Belgium,9.0,There are no comments available for this review,['Leisure trip~Solo traveller~Apartment with Sea View~Stayed 3 nights']
Superb,Value Stay Brussels Expo Hotel,7.4,Germany,9.0,"Only a handful of parking slots , but you can find many free parking places in the surrounding streets.,

The room was very cozy and quiet .
Tv , refrigerator , safe for keeping personal belongings .
In the lounge downstairs you could eat snacks or drink a coffee.",['Leisure trip~Solo traveller~Best Value Twin Room~Stayed 1 night~Submitted via mobile']
Nice B&B,B&B Het Zummerheem,8.9,Belgium,8.0,Good breakfast with lots of choices. Great coffee.,['Family with young children~Double Room~Stayed 1 night~Submitted via mobile']
Very good,Dansaert Hotel,8.0,Australia,8.3,There are no comments available for this review,['Leisure trip~Couple~Standard Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Very good,Orbita Hotel,8.5,Germany,8.3,There are no comments available for this review,['Leisure trip~Group~Standard Twin Room~Stayed 1 night']
"I always book my accommodation at this hostel when I am in Brussels, will continue to do so.",Hostel Bruegel,8.4,Serbia,10.0,"There is nothing that I disliked.,

What I liked the most is the location, how helpful the staff were and the cleanliness of the property.",['Leisure trip~Solo traveller~Bunk Bed in Female Dormitory Room~Stayed 1 night']
Good,Reigerhuisje,9.0,France,7.0,"The beds are a bit small. A curtain in the bathroom would be great. And the house could have been a bit cleaner, there where a lot of cobwebs everywhere.,

the propety was perfectly located for us, close to family and the beach (45min drive). The house and garden are specious, also very great that they allow pets. The house is located in a small street, so there is no traffic noise.",['Leisure trip~Couple~Three-Bedroom Holiday Home~Stayed 2 nights']
Perfect,Hotel Bon Accueil,9.0,Luxembourg,10.0,"Staff was lovely, the hotel was very nice and clean, it exceeded our expectations!",['Leisure trip~Family with young children~Standard Twin Room~Stayed 3 nights']
Passable,Hotel Evergreen,6.5,India,5.0,Hotel is outside the Brussels and will take atleast 20-25 minutes by taxi to get to city,['Business trip~Solo traveller~Single Room~Stayed 3 nights']
Beautiful house in excellent location,Queen Astrid,9.7,United Kingdom,10.0,"Nothing,

Property was beautifully clean, beds were excellent and location of property was excellent",['Leisure trip~Group~Two-Bedroom Townhouse~Stayed 5 nights~Submitted via mobile']
"Beautiful flanders.  In the next days, I re-read the story of Tijl Uylenspiegel...",Hof ter Langeleye Planke,8.2,Belgium,8.0,"Just that specific day I felt like I wanted a lonnnnnng warm bath.  No big issue...  The shower was fine.,

The place is very much like the region, and we liked it very much",['Leisure trip~Group~Three-Bedroom House~Stayed 2 nights']
Fabulous,Motel One Brussels,8.9,United Kingdom,8.8,"Nothing,

Great location",['Leisure trip~Family with young children~Standard Double Room~Stayed 5 nights~Submitted via mobile']
